text,rat,date
"계정 로그인 하고 게임을 하다가 무한로딩이 걸려서 게임을 나갔다가 다시 들어갔는데 로그아웃이 되어있어 다시 로그인을 하려 했는데 자꾸 ""서버에 연결할수 없습니다.""가 떠서 몇십번 해봤는데 안되더군요 오류라면 언제든지 기다려 줄수 있으니 고쳐주시길 바랍니다. 그리고 한번 해봤는데 저한텐 꽤 재밌더라구요",3,2020년 10월 22일
"먼저 개념없는 잼민이들 때문에 개발자가 고생이 얼핏봐도 많아보입니다. 게임을 즐겁게 플레이하는 유저는 리뷰를 달지 않습니다. 별점 1점 리뷰는 일부 게임을 제대로 하지도 않는 징징이들의 푸념이라고 생각하시면 될 것 같습니다. 반년동안 게임을 하는 유저로서 리뷰남깁니다. - 무과금 : 현재 한국 간판 게임사들이 출시한 신작게임들 조금만 열거해도 답나옵니다. 킹갓캐슬은 만원만 결제해도 타 대형게임들 10~20만원어치 가치는 합니다. 결제를 안해도 모든 컨텐츠를 누릴 수 있으니, 회사입장에서 경영이 가능할까 싶을 정도입니다. - 확률조작? : 많은 잼민이들 리뷰에 남긴 내용인데 랭커유저로서 기가찹니다. 게임재화로 살 수 있는 일반소환서는 신규영웅 획득확률이 2%입니다. 여태까지 플레이하며 신규영웅 출시될때마다 일반소환서로 등장 안한적 없었습니다. - 게임성 : 자동전투 양산형 게임을 기대한다면 다른게임을 찾으시길 바랍니다. 유저피드백도 잘되는 편이며 전략전투가 가능합니다.",5,2021년 7월 8일
"로그인이 안됩니다. 고블린 보스 죽이니깐 갑자기 나가졌고 , 그 다음부터 로그인이 안됩니다. 지우고 다시 깔아도 똑같습니다. 기존 좀비고 유저인데요 , 보상을 받도 싶어서 이 게임을 하긴 하였다만 , 너무 로그인이 불안정 하네요.",3,2020년 10월 23일
게임은 진짜재밌는데 가끔씩나는 오류가 정말.... 보스까지 다잡았는데 결과처리과정에서 오류났다고뜨고... 그래서 걍후퇴했는데 나와보니까 식량이 0개가되어있더라고요?제눈으로 봤습니다 20개가 순식간에 0개가되는 모습을요.. 뭐죠이거진짜..,3,2020년 10월 23일
게임은 재밌는데 신캐릭이 아예 안나오네요 신소환서랑 중간이랑 일반이랑 니가 이기나 내가 이기나 해보자 나올때까지 해본다 하다가 결국 안나와서 접습니다. 2퍼 5퍼 10퍼 라는데 천장 시스템도 없고 일반은 골드 끌어 모으고 모아서 100개는 깠고 중간20개 신소환서는 10개는 깠는데 정말 거짓말 안하고 신캐가 하나도 안나왔습니다. 저 같은 사람 안나오게 무슨 안전장치가 필요해보입니다. 그거 하나 때문에 게임 재미 보다 그지 같다고 느껴집니다,1,2021년 8월 8일
"영웅, 유물 확률은 확실히 극악임. 그나마 다행인점은 기본으로 제공하는 영웅들이 시간과 노력에 비례해서 준수한 사용이 가능하게 성장해준다는 것임. 그래서 뉴비유입이 가능하게 만들어줌. 컨텐츠부족을 운운하는 사람들은 일단 고이다 못해 썩은물들이니 리뷰는 넘기면 됨. 강제종료하면 다음에 종료한 턴부터 다시 시작할 수 있어서 시간때우기용으로 딱임. 욕심이나면 과금. 참을성있으면 무과금으로도 가능함. 과금효율은 초반에 1200원, 2400원 정도가 딱임. 경쟁구도가 아레나 뿐이라 천천히 해도 시간이 걸릴뿐이지 결국 다 키워지기때문에 과금 효율은 계속 떨어짐. 요약. 무과금 가능, 킬링타임 가능, 현생없는겜돌이들이라면 비추.",4,2021년 9월 8일
처음볼땐 아 재미없을거같다 노잼일거같다 했는데 생각보다재밌네요! 친구들이랑 어디에다놔야지 이기지.. 이러면서 고민하는게ㅋㅋㅋㅋ 그리고 뭔가딱 엘프고느낌이 나기도해요ㅎㅎ 브금도그렇고 재미있는게임이네요 별5개!!,5,2020년 11월 9일
게임의 아이디어는 좋고 플레이 방법은 재미있어요. 하지만 많이 접할수있는 전략게임과 1과1을합쳐 2 를만들고 그 2를 두개합쳐서 강화시키는 기믹은 굉장히 단순한 기믹인것같아 좀 재미가 적어요. 그래도 전략적으로 게임을하는 방법은 독특합니다.,4,2020년 10월 27일
킹갓캐슬은. 재미있고 활발한 겜이지만. 좀비고와 관련되서 좀 나쁜점이 있습니다. 전 버그가 걸린지 다 깨도 그 라이드를 안 줍니다. 그 게임을 10스테이지 까지 깨도 안 됩 니다. 끝입니다. 킹갓캐슬 그래도 홧팅!,3,2020년 12월 19일
좀비고에서 라이드 얻으려고 온 유저입니다. 킹갓캐슬 재미있을것같아서 해보려는데 가로버전이 안되네요. 세로버전만 있는데 저는 패드로 게임을 해서 세로버전으로는 안됩니다. 이거 가로버전도 좀 만들어주실순 없나요?,4,2020년 10월 27일
음 아직 게임 시작도 못 해봤습니다..계정을 만드는데 확인을 누르면 자꾸 잘 못된 요청이라 뜨네요... 지웠다 깔아도 안 됩니다 며칠 전에도 이랬구요 어떻게 된건지 알 수 았을까요?ㅜ 빨리 해보고 싶네요..ㅡ,3,2020년 10월 25일
저번에 서버 점검 한 이후로 렉도 많이 안걸리고 접속도 잘됍니다! 난이도가 살짝 어렵긴 하지만 계속 도전하다 보니 결국 깼어요 하지만 3번 지면 처음부터 다시해야 해서 아쉬워요 그래도 재밌게 했으니 별점 5점으로 할게요!,5,2020년 10월 24일
"어느쪽인가 하면 디펜스보다는 오토체스류. 그림도 볼만하고 시스템도 쉬운 편. 다만 제련 항목이 같은 티어에서도 유용성에 차이가 심하고, 적 기물의 평타 스플래시 범위를 전투 전에 확인할 수 없으며, 가챠요소인 주문서의 누적사용 보너스가 매일 자정에 리셋되는 납득하기 힘든 요소 등으로 감점드렙니다.",3,2021년 1월 3일
저번 주에 이 게임을 깔아서 플레이 해봤는데 진짜 개 꿀잼임. 하다 못해 구캐릭터로 해봐도 조금 어렵지만 깰 수도 있다. 하지만 뽑기를 해도 신규 캐릭터가 잘 안나오고 레밸이 올려도 제단 때문에 돈 내고 해야 함. 근데 그냥 진짜 재밌음 그것 때문에 별 5개 이게임 추천.,5,2021년 1월 30일
과금유도가 적은 편이다. 적폐 캐릭터 있는 정도야 뭐 경쟁이라곤 보상안주는 랭킹밖에 없는 PVE 게임에 크게 비난할 점은 아닌것같다. 그리고 그 적폐 캐릭터를 상점에서 적절한 가격에 살수도 있다. 푸쉬보상 및 도전으로 유료자원인 보석을 수급하기 쉬우며 습격 3번만 막으면 보석 10개씩 주는데 캐릭터를 통으로 구매하는데 겨우 149 보석이 든다. 제단 15렙 찍을 정도만 노가다 좀 하면 금방 모인다. 초반엔 렙업도 빠르고. 그리고 구매하자마자 한 3~4렙은 찍을만한 양의 카드를 주는 신캐 미션을 주기 때문에 정말 무과금으로 하기 쉽다. 업데이트만 꾸준히 잘된다면 오래할듯 .,5,2020년 11월 27일
"저는 개인적으로 좀비고보다 재미있네요! 하지만 1,2,3챕터까지는 어는정도 수월하게 가는데 스테이지 챕터4부터 너무 상당히 어려워지고 신의 소환서,왕의소환서,일반 소환서 다 열었는데 신규카드는 안 뜨네요..ㅠㅠ현질 유도가 약간 있는거 같기도해서 별4개 드릴게요..음..이거 말고는 다 좋네요 댓글리뷰 보니까 다 서버연결(?)관련되있던데 저는 그런걸 한번도 못봤습니다 어썸피스 화이팅!",4,2020년 10월 25일
게임은 재미있어요. 근데 에반처럼 장검든 욜이 사거리가 십자인것에 이해가 안되긴 해요... 그리고 십자사거리 캐릭터가 슬라임 여러마리 잡는데 분열된거에 가장 멀리있는 몹에 타겟팅이되면 다른 몹들에게 끼어서 공격을 못하고 둘러싸여서 아무것도 못하고 죽습니다. 타겟팅을 지금처럼 하되 타겟팅한 대상을 5초간 공격을 못할시 다른 가까운 대상을 공격하게 변경해주신다면 참 좋겠네요.,3,2021년 2월 6일
정말 재밌지만 최대 7일컷인거같다 일단 골드수급이 너무 적고 현질? 글쎄.. 케릭터확률이 심각하게 낮아서 무과금되기 딱좋아서 할맘이안생긴다 딱 스타터하나삼 계속같은케릭으로 조금씩 쎄지는스테이지를 해야하는데 한판한판 시간도오래걸리고 수동겜인데 이걸 계속붙잡고하기엔 메리트가 적어보임,3,2020년 10월 28일
"겜 자체는 잘만들고 재밌는데, 진짜 시간가는줄 모르고 했음. 근데 소소한 보상들이 너무없어요 출석이벤트나 자잘한 이벤트들..약간 보상받는 재미도있는데 그게 너무 부족하고 돈모으기도 꽤 힘들구요 과금해도 아깝진않은데 무과금 유저입장에서는 게임속 화폐들을 얻을수있는 경로가 너무 적어서 아쉬워요..",5,2021년 4월 29일
"아기자기하고 재미있습니다. 억지 과금유도는 없지만, 과금없이 하신다면 반복 노가다가 필요할것같습니다. 개인적으론, 일반스크롤 약 5회 청색스크롤 3회, 금스크롤 1회깠는데 신규캐릭터는 아예 나오질 않았습니다.",4,2020년 12월 18일
재미있어요 일단 머리를 꽤 써야해서 직접 하는 재미가 있습니다 디자인분위기도 좋고 ui도 편합니다. 과금 안아깝네요 ㅎㅎㅎㅎ 다만 퀘스트 / 미션 등의 기능이 딱히 잘 되어있지않아 뭔가 초반에 계속 하게만드는 힘이 부족한거같아요 그게 매력이기도 하지만요 또 전투력 등 시스템이 없다보니 내 전투력이 어떤 스테이지에 도전해야 적당한지 알기가 어려워서 하다가 갑자기 막히는 기분이 많이들더라구요 '적당한 보상 및 스테이지를 깨는 순서'정도는 퀘스트를 통해 넣어주시면 초반에 더 몰입되는 게임이 될 것 같습니다,5,2020년 11월 9일
"폰게임 정말 잘 질려서 보통 1주일을 못넘기는데 이건 몇개월째 틈틈히 하고있네여 ㅎ 업데이트도 잘 해주시고 신경쓰시는게 보여서 더 하게 되는거 같아여! 음 바라는점은 스킨 아직 없는캐릭들 더 나왔으면 좋겠고, 챕터들도 많이생기면 좋겠네요!^^",5,2021년 3월 28일
이거 좀 버그가 있는듯;;; 레벨10에서 경험치 160밖에 안받았는데 갑자기 13렙이되고 골드가 갑자기 500몇에서 7521골드가 되고 갑자기 안들어가지네요;;;; 이 버그때문에 안들어가지는거 같은데 아니여도 고쳐주세요,5,2020년 10월 22일
"요약본은 아래에.. 재밌습니다. 영웅을 뽑아서 합쳐 공격하는 게임입니다. 그럭저럭 게임성도 괜찮고, 재밌어서 5점 드릴려 했지만 한가지 문제점이 있네요... 새 영웅 얻기가 힘듦니다.. 뭐 좀고도 노력으로 스킨을 얻었으니 이것도 오래하면 얻을 수 있겠죠.. 또한 골드가 얻기힘듦니다. 이것도.. 노가다 하실 수 밖에 없음. 정리 1. 게임 아이디어, 플레이 방식은 괜찮음. 2. 새로운 영웅 얻기가 어려움. 3. 골드를 획득 할 수 있는 곳이 많이 없음. 재밌어서 4.5점드립니다",4,2021년 3월 13일
"구글 계정이 있는데도 계속 인증에 실패했다고 떠요. 이거 수정해 주시기 바랍니다 몇몇 분들은 잘됀다하고 또 몇몇분들은 불법 프로그램 감지됐다면서 팅긴다, 저처럼 인증에 실패했다는 분들이 있네요. 제발 인증 실패하는것좀 수정해주세요.",1,2020년 10월 23일
사실 제가 좀비고 유전데 라이드 준대서 깔았거든요 솔직히 여태까지 어썸피스 하면 좀비고나 가로화면에 어썸피스 뜨는게 상징?으로 느껴졌는데 깔자마자 이게뭐야? 세로화면인거에 놀랐구요 사실 제가 도와줘엔즈는 안해봐서 모르겠는데 어썸피스에서 자동겜을 만들었다는 것에 또 한 번 놀랐구요 라이드 받았어요 근데 이속 무슨일인가요 이속에 또 한 번 놀랐습니다ㅋㅋ그리구 이거 리뷰 보면 그 맨 처음에다가 엘프고랑 비슷하다고 하시던데 절대 아닙니다 엘프고랑 전혀 달라요ㅠㅠ앞서 말했듯이 자동게임이고 소재를 둘다 왕국으로 해서 그런지 디자인만 엘프고와 비슷하고 플레이방식이나 다른 것들은 다릅니당 제가 별 3개를 준 이유는 사실 제가 자동플레이를 별로 안좋아해가지구 1점이 깎였고(갠취)챕터 마지막을 깼는데 캐릭터들이 움직이기만하고 아무설명도 없더라구요ㅠㅠㅠ그거 보충해주시면 좋겠습니다!저는 항상 어썸피스분들 응원할테니까요 앞으로도 더 발전해나가는 어썸피스 기대할게요 감사합니다아(좀비고할로윈이벤트도기대할게요!,3,2020년 10월 22일
소과금후 매일매일 출석하면서 조금씩 하는데 정말 이젠 과금이 필요없을 정도로 다이아를 많이 줍니다. 물론 유물을 최상급으로 맞추려면 많은 자원이 필요하겠지만 적당히 타협하면 즐기는데는 문제 없습니다. 다만 초반에 영웅들이 부족하고 영웅레벨 8렙 찍기 전까지는 조금 노가다를 많이 해야합니다. 초반 약간의 소과금이 스트레스를 줄여줍니다. 다들 과금합시다!,5,2021년 4월 16일
로그인이 안됐는데 30분 정도 지나고해보니 됍니다 챕터3 까지 했어용. 넘 꿀잼 원래는 좀비고 땜에 챕터1만 할려다 넘 꿀잼이라 꾸준히 하고있다는... 왜 평점이 낮은지 모르겠음 다들 다운하고 플레이 해보세요!!,5,2020년 10월 23일
"일주일 하기 딱좋음. 오토체스를 잘 옮겨놨다. 적당히 rpg하면서 깰만큼 깨면 이제 더이상 앞으로 못나간다. 한달해도 신캐 못뽑고 애들 캐릭도 못올림.. 캐릭 7개중 6개들고가는데 리플레이성이 좋을리 없다. 랩업이라도..신캐라도,.좀 풀어줬으면 더 오래했을듯?",4,2020년 12월 18일
무료캐시 부터 차감된다 해놓고 약관처럼 안하는 이유가 뭔가요 상품 미지급 으로 환불후 다음날 오후에 보석들어온거 보고 4000개 이하로 한번도 내려간적 없이 추가 결재해서 사용했는데 총4000개중 2800여개만 유료 캐시라서 추가 구매해야 정지 안한다라 협박입니까? 사람을 도둑놈으로 만드네요 그냥 구글 환불 때문에 정지라 하세요 아니면 보석관련 프로그램 이상한거 아닌가요 1200개 가량 무료캐시 어떻게 남아 있는지 답변이나 주세요 어차피 마음 떠나서 안할거지만 똑바로 운영하시죠,1,2020년 11월 18일
엚고 느낌 나서 좋네요 뭐.. 혹시 이런 것도 추가가 가능 할련지요? 다른 유저랑 같이 팀 먹어서 협동으로 하거나 아님 서로 싸우던가.. 아 이미 닉네임이랑 성 때문에 안 될려나..? 어썸피스 나중에 딴 겜도 출시한 땐 온라인 만들어 줘요. 안그럼 나 이거 방치한단 말이야.,4,2020년 10월 21일
재밌고 좋습니다. 근데 제가 보스까지 깼는데 와이파이 연결이 안된다며 아무것도 할수없었습니다. 리뷰를 잘 올리지 않는데 열심히 깬 보스가 날아가니 화가 나 리뷰 올립니다.,3,2020년 11월 4일
저.. 좀비고 이벤트로 왔는데 3까지 깼는데 보상을 못 받았어요.. 배너 옆에 이동하기 눌렀는데.. 걍 꺼지더라고요.. 혹시 3이 아니구.. 더 깼야 하나요? 몆스테이지 까지 정확히 깨야하나요? 일단 재미있으니깐 별 5 드릴께요! 답주세여!,5,2020년 11월 3일
게임성. 도트그래픽. 각캐릭터의 특징 생김세 개성 아주좋습니다 다만 컨텐츠가 너무부족한듯 하네요 이점만 개선하기 시작하면 아주 좋을것같습니다. 실시간대결이라든지 협동전이라든가 있으면 좋겠습니다. 그리고 덧붙이자면 캐릭나올확률은 상당히 높은편입니다. 현질할사람은 해도상관없지만 그냥 즐기면서 캐릭수집하는 것도 무난하게 잘 모을 수 있습니다. 확률적다고 그만 찡찡대세요 새캐릭이 한번나오면 레벨업할때 필요한건 하다보면 잘모아져서 전 아주좋다고 생각합니다 요즘 양산형보면 좋은캐릭을 뽑아도 또 극악인 확률로 뽑아서 캐릭을 강화해야하는데 이게임은 처음에 뽑을때만 힘들지 뽑고나면 수월해집니다. 확률 올려달라고 하지말고 끈기 있게 해주세요,5,2021년 9월 4일
"리얼로 몇번 해보고 나서야 리뷰 적어봅니다. 사실 처음엔 다들 좀비고 라이드 얻으려고 게임 깔고 플레이 하셨을꺼라고 생각하는데요 저처럼 ㅋㅋㅋㅋ 근데 이 게임하고 좀비고 학교생활 하다보니까 이 게임이 너무 재밌는거에요!! 와.. 진짜 저거보단 훌륭하다.. 이런느낌? ㅋㅋㅋㅋ 아잇,, 농담이에요 0_< 흠흠.. 흠..!! 진짜로 제대로 리뷰 들어갑니다. 먼저 ""렉"" 이나 ""버그"" 에 관해선 평이 깎일 수 밖에 없네요.. 뭐만 하면 안됀다 뭐다 어쩌고 저쩌고 이러는데 게임 할 의욕이 뚝뚝 떨어져요. 하지만요 이 게임은 조작법도 단순하고 어찌보면 노가다게임 처럼 보일지도 모르겠는데 그 점이 오히려 게임에 좋은 영향을 주는 것 같아요! 초보들 같은 경우에도 쉽고 편하게 즐길 수 있고 성취감도 있고.. 나중에 게임 운영을 어떻게 하느냐에 이 게임의 미래가 좌우되겠지만,, 현재로썬 만족합니다.//// 아바타, 능력 보정, 쿠폰 같은것도 추가 하시면 좋을 것 같아요. 사실 제 바램임 ㅎㅎㅎㅎㅎㅎ",4,2020년 10월 22일
오랫동안하는데 재밌네여 과금유도가 있다라고 써있길레.. 적어요.. 천천히 하다보면 모든 영웅 뽑는건 쉬워요.. 자랑은 아니지만 전 무과금으로 올영웅 뽑았고 다이아 및 최상급 뽑기 여러장 비축하고 있네요. 이번에 밤비도 당일 뽑았어요. 천천히 즐기시길 바랍니다.,5,2021년 4월 21일
전략게임 특성상 호불호가 많이 갈리는 것 같긴한데..그거만빼면 진짜 갓겜...작화는...머..말할 것도 없고 저거..그 머냐 제단 리셋할때도 꽁으로 해주고..식량 최대치가 넘 적은 건 좀 불만이긴한데 렙업하면 되고..갓겜갓겜...시간가는줄도 모르고 함...오지게 잼잇,5,2021년 1월 16일
굉장히 재밌게 하는 유저로써 몇 가지 바라는 점을 적어보려 합니다. 1.영웅들의 뽑기 등장확률 너무 낮은듯 하다. 좀만 더 높으면 좋을듯 합니다 2.뽑기 스택 초기화 매일 12시마다 상점이 초기화 되며 뽑기 스택 초기화가 되는데 안되도록 바뀌면 좋을듯 합니다 딱히 게임과 관련있는 얘기는 아니지만 개인적으로 바라는 점 1.쿠폰 2.무한 웨이브 모드(스테이지 클리어 형식이 아닌 무한으로 나오는 웨이브),5,2021년 3월 6일
"다 좋아요.. 그래픽, 랙, 플래이 모든게 좋습니다만.. 쳅터 1 고블린 습격 클리어를 하면 게임 파일에 문제가 생겼다고 뜹니다 그후론 들어가지지도 않고있고 들어가면 인증을 실패한다고 뜨네요.",3,2020년 10월 23일
광고 다는거? 좋습니다. 무료게임이니까 돈 벌어야 되자나요? 그런데 그 광고를 보는데 게임이 강종되는 버그가 있으면 어떻합니까? 이 버그 고치시면 다시 별점 복구시키겠습니다.//10월30일 업데이트 후 광고를 봤는데 아직까지 강종당한적 없음. 패치내역에는 없지만 잠수함 패치를 했다고 일단 추정. 별점 복구함. 이 겜 정말 재밋긴함. 아직 영웅이 적고 노가다 요소가 심하고(영웅 업글비용이 너무 큼) 영웅들 간 밸런스가 조금 무너져있긴 하지만 재밋음.,5,2020년 10월 31일
아니 게임광고보면 왜자꾸 튕기나요 튕기면 그전에 하던 겜으로 돌아가게해주던가 아니면 그때까지한 경험치나 골드 보상으로 주던가 아니면 식량 5개 주던가 이도저도아니고 그냥 튕기면 끝입니까? 겜은 재밌는데 지금 튕기는게 수십번이라 화가 머리끝까지나네요,3,2020년 10월 28일
ㅋㅋㅋㅋㅋ아니 튜토리얼 유튭 봐서 킵했는데 지금 당신은 재작자가 정성스럽게 만든 튜토리얼을 킵했습니다 ㅋㅋㅋㅋ 이거 본 분들은 킵하지 마세요 운영자에게 찍힙니다 ㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅌ 개웃곀ㅋㅋㅋㅋ그리고 쳄터 5 원트 어떻개 원트로쌨지? 게임은 매우 추천드립니다 무과금도 매일하면 보석 많이 받아 그걸로 상점애 뜬 신규 영웅 살수있고요운도 나쁘지만은 않습니다 이개임굉장히 추천드립니다 아 앤즈 도 이렀게했다면 얼마나 좋았을까 앤즈 꿀쟘인데 난 앤즈 추억으로 삭재 안해요ㅣ,5,2020년 11월 4일
현질유도가 그렇게 심한편은 아닌데 이게 현질 아니면 갈수없는 선이 있음 모든 기본 캐릭터 4레벨을 찍고 나서부터 깨는건 온전히 운빨이며 1스테이지는 도전 9에서 2는 7에서 3은 4에서 4는 깨는것조차 어려움 밸런스 맞추고 성장할수있는 컨텐츠를 더 만들면 좋겠다는 생각만 듬,4,2020년 10월 26일
"어렵기만하고 대부분이 운으로 결정돼는시스템,곱창난 캐릭터 밸런스,심각할정도로 낮은 신규캐릭터등장확률,얻는것에 비해 과도할수준으로 많이필요한 재화, 플레이는 재밌지만 고쳐야할 부분이 너무크다.",3,2021년 5월 22일
이런 게임을 기다려왔습니다 평소 오토체스같은 오토배틀류를 경쟁이 적은 PVE 버전이 나오길 기다렸고 드디어 나왔네요 정말 마음에 드는점이 많고 만족스럽지만 아직 캐릭터의 수가 적어 조합의 수가 적은 편인것과 뽑을 기회가 많으나 그 반대로 캐릭터 언락에 천장이 없는 순전한 운이란 점이 상당히 아쉽습니다. 빠른 업데이트로 스테이지가 더 많이 나오길 기대합니다.,5,2020년 11월 25일
그래픽 컨트롤 뭐든 다 좋고 재밌습니다 근데 갑자기 업데이트가 안됩니다 아마도 제꺼 핸드폰에 문제가 있는거 같긴한데 이러게 뭐안된다고 눌르고 방법보고 다 해봤지만 안됩니다 이걸 어떠게 해야 할까요 혹시 방법을 아신다면 대답 기다리겠습니다,5,2020년 12월 18일
안녕하세요 저는 좀비고을 좋아하는 유저 입니다 저는 이 게임을 깔고 나서 너무 화가났어요!좀비고을 좋은데 이건 싫어요 왜냐하면!아니..죽고 연신 써서 하고있는대 죽었어요 그래서 뭐 다시하기 눌렀어요 근대 어떡해 간 거고 애들도 래밸럽 거의 다 했 는대....!처음부터가 말이돼냐구요!!!!!그리고 레벨 다 한 것도있고!!!!정말 정말 싫어요....,1,2021년 3월 28일
좀비고하는 유저입니담!! 솔직히 좀고보다 쪼금 잼이 떨어짐니당ㅎㅎ 하지만 엔즈보다는 정말 잼있는 게임!ㅋㅋㅋㅎㅎ 킹갓캐슬도 은근 잼있는 겜이더라고요🤔고민입니다 좀고도 하고 이거도할지(지금 둘다하는중ㅋㅋㅋ)좀비고/킹갓캐슬 잼있어요!!!,4,2020년 11월 5일
"재밌게 잘하고 있습니다. 버그가 있는거 같은데 확인 부탁드려요. 게임중에 전화통화하고 나면 전투개시가 안 눌리는 거같아요 전투 개시랑 영웅들 옮기는 행동이 안되고 조합이나 소환, 진영확장만 동작되네요. 식량 40개를 먹였는데 확인부탁드립니다...ㅜㅜ",5,2021년 4월 3일
아기자기하고 나름의 재미는 있지만 갈수록 진행되야하는 느낌이 없음.무슨말이냐면 컨텐츠도 없고 뭐도 없어서 같은거만 반복해서 렙업시켜야한다는것. 더군다나 경험치도 쥐똥만큼주고 캐릭도 빨리얻고싶은데 아무리뽑아도 주질않음.이벤트도 노잼이어서 돈안쓰길 잘한거같음ㅎㅎ,2,2021년 7월 27일
"케릭터 밸런스 구림 좋은 케는 기본 스텟, 스킬부터 레벨당 해금되는 특성 2개 다 좋은데 총잡이같은 구린케는 스텟 구성도 구리고 스킬도 구린데 해금되는 특성도 마지막 1개 빼면 구림 근데 그거 받아도 공속 백퍼 못 찍음 템의 공격력, 방어막은 고정, 주문력 공속은 비율증에 레벨업이든 성급이든 공속은 고정이고 크리나 공비례 스킬이 있는것도 아니라 평딜이 쎈 케릭이 아니라 공속이 빠른 애가 공템 효율이 더 좋은 건 설계미스같음 까놓고 말하면 승려가 킹소드 드는게 총잡이가 킹소드 드는것보다 2배 이상의 효율 차이가 남 좀 에바임 전투외적인 곳에서 케릭터 스펙을 높힐수 있는 구조상 운과 별개로 스펙의 한계로 도전 가능한 영역이 정해지는데 반해 성장속도가 좀 빈약함 케릭터도 제단도 특정 구간마다 강해지는 형식이라 성장을 체감하기까지 걸리는 기간이 긴데 반해 모이는 재화가 부족해서 유료재화를 갈던가 시간을 갈던가 택일인데 그정도 매력은 없음",3,2020년 10월 28일
"좀비고도..처음엔좋았죠..? 급상승2위축하드립니다아아아!!! 좀비고에만항상많이생각을하신어썸피스분들 뭐언급이안될수도있지만...ㅎㅎ 사랑하는어썸피스분들지금처럼계속계속좀비고,킹갓캐슬,도와줘!엔즈에신경써주세요♡ 사랑합니다!!♡ (근데설마엘프고같은건가유저들이계속엘프고하고싶다해서인가아근데한판해보니깐느낌은엘프고군)",5,2020년 10월 22일
재미는 있는데 캐릭터를 7성으로 만들면 오류가 발생합니다. 배치된 캐릭터들이 45도로 기울어지며 크기가 커지고 적 몬스터들이 보이지 않게 되며 게임을 시작하면 적 캐릭들과 제 캐릭 모두 움직이지 않고 피만 달다가 끝납니다. 보관하고있는 장비들도 모습이 보이지 않고 만질때만 모습이 보입니다. 오류 수정 부탁드립니다.,4,2020년 10월 26일
에디터 추천이라 했는데 실망이네요. 쌩 노가다 게임인데 자동 플레이도 안돼있고 보상은 너무 적어서 진전이 없습니다.,1,2021년 9월 23일
일단.. PVP가 없습니다. 무과금의 경우 성장속도가 더딜순 있어도 그냥저냥 하루 15~30분 할만합니다. 과금유도도 안심하고 무엇보다 재미가 있습니다. 개인적으로는 더 다듬고 퀄높여서 2가 나온다면 좋겠다 생각한 게임입니다. 꽤나 오랫동안 계속 할 것 같습니다.,5,2020년 12월 18일
정말 재밌습니다. 근데 게임 도중에 자꾸 튕기네요ㅠㅠ 보상도 못 받고...그것만 고쳐주신다면 재밌게 게임 할 수 있을 것 같아요! 캐릭터 귀엽고 아기자기 합니다.,4,2020년 10월 22일
배속 없는거 빼고 개인적으로는 완벽하다고 보는 게임. 오토체스류 게임과 비슷하지만 오토체스나 롤토체스는 조합시너지 같은게 복잡하고 pvp를 강제해서 머리 아픈 반면 이게임은 단순화가 잘 되어 있어서 딱 적당량 머리쓰면서 재미있게 플레이 할수 있고 광고도 딱 적절하게 아이템을 추가로 더 원해서 쉽게 가고 싶으면 보고 아니면 안봐도 되는방식이라 정말 좋습니다. 전투씬 배속만 추가된다면 정말 완벽 그자체라고 생각합니다.,5,2020년 12월 25일
"아니 게임은 재미있는데 뭐가 자꾸 인증을 하래 게임하던 도중에 화면 정지 하더니 인터넷 연결을 확인 하랬는데 연결 되있어서 오류 겠지~ 하면서 나갔다 들어오니까 참,나 뭐? 인증 실패? 저런 바가지 같은 게임을 봤나 않그래도 이런 게임 롤토체스 따라한거 뻔한데 그래도 했더니만 빨리 고쳐라 어썸피스 실망이다.",2,2020년 10월 23일
하루에 한두판씩하기 좋아요~ 다른게임은 스펙올린다 뭐한다 하면서 과금유도하기바쁜데 이게임은 좀 느긋하게 해도 괜찮은 게임 인거 같네요. 치고 앞으로 빠르게 가실분들은 과금하고 천천히 즐기실분들은 무과금으로 해도 충분하다고 생각이드네요.,5,2020년 12월 18일
음.... 간편하게 즐기기도 좋고 게임도 나쁘지 않은데 너무 컨텐츠부족으로 노가다가 많이 요구되는게임입니다 당연히 자연스레 빨리 지루해지기도 하고요 또한 골드수급이 너무 힘들어요 유저들을 생각해서 조금 배려를 해주시는게 좋을것같네요 ㅎ,3,2021년 1월 10일
"시간 때우기용으로 최고라 생각함. 싸우는 게임은 과금 유도도 있고, 하다보면 너무 금방 질려서 안하는 편인데 이건 과금 유도도 없고 과금 한다해서 크게 안달라질것같아요ㅋㅋㅋㅋ 지금 난이도 딱 좋음. 신캐 뒤지게 안뽑히는것도 난 딱 좋다고 생각.",5,2020년 11월 24일
